edad,trabajo,emarital,educacion,mora,ingresos,gastos,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
30,tecnico,casado,terciaria,no,769.81,52.65,no,si,cellular,31,jul,40,29,-1,0,NA,no
59,retirado,casado,terciaria,no,2244.74,371.61,si,no,telephone,31,jul,16,9,-1,0,NA,no
50,obrero,divorciado,secundaria,no,2801.77,190.65,no,no,cellular,31,jul,71,4,-1,0,NA,no
59,admin,casado,secundaria,no,4315.82,396.38,no,no,telephone,31,jul,10,2,-1,0,NA,no
42,admin,casado,primaria,no,-396.55,52.7,no,si,telephone,31,jul,94,15,-1,0,NA,no
57,tecnico,divorciado,terciaria,no,69.51,112.35,si,no,cellular,31,jul,24,16,-1,0,NA,no
44,admin,casado,secundaria,no,5238.86,216.96,si,si,cellular,31,jul,18,7,-1,0,NA,no
32,servicios,casado,primaria,no,-17.28,40.21,si,no,cellular,31,jul,77,5,-1,0,NA,no
43,obrero,divorciado,primaria,no,8.71,74.12,si,si,cellular,31,jul,747,4,-1,0,NA,no
35,desempleado,soltero,secundaria,no,98.56,161.34,no,no,cellular,31,jul,299,3,-1,0,NA,no
57,obrero,casado,primaria,no,84.32,55.37,si,no,telephone,31,jul,25,8,-1,0,NA,no
38,manager,soltero,terciaria,no,1597.07,80.97,si,no,telephone,31,jul,42,5,-1,0,NA,no
48,admin,casado,primaria,no,3685.24,197.86,si,si,telephone,31,jul,1039,9,-1,0,NA,si
41,servicios,casado,secundaria,no,75.66,255.23,si,no,cellular,31,jul,40,10,-1,0,NA,no
53,obrero,casado,primaria,no,-216.01,59.39,si,si,cellular,31,jul,10,22,-1,0,NA,no
43,manager,soltero,primaria,si,-7.14,97.92,si,no,cellular,31,jul,9,23,-1,0,NA,no
37,tecnico,casado,terciaria,no,4503.8,33.02,si,no,cellular,31,jul,70,29,-1,0,NA,no
35,obrero,soltero,NA,no,2363.28,149.21,no,no,cellular,31,jul,92,4,-1,0,NA,no
42,manager,casado,secundaria,no,417.49,217.43,si,no,telephone,31,jul,130,8,-1,0,NA,no
43,servicios,casado,secundaria,no,712.92,135.01,no,no,cellular,31,jul,644,2,-1,0,NA,no
49,obrero,casado,primaria,no,427.67,33.69,si,no,cellular,31,jul,18,44,-1,0,NA,no
31,servicios,soltero,secundaria,no,766.23,341.36,no,no,cellular,31,jul,38,25,-1,0,NA,no
35,servicios,casado,secundaria,no,54.05,271.34,no,no,cellular,31,jul,83,4,-1,0,NA,no
60,retirado,divorciado,secundaria,no,1015.55,102.78,no,no,cellular,31,jul,8,17,-1,0,NA,no
54,retirado,casado,primaria,no,298.47,48.9,no,si,cellular,31,jul,28,5,-1,0,NA,no
42,manager,soltero,secundaria,no,1141.62,16.94,si,no,cellular,31,jul,14,35,-1,0,NA,no
51,servicios,casado,secundaria,no,108.61,190.42,si,no,cellular,31,jul,8,30,-1,0,NA,no
43,admin,casado,secundaria,no,5162.13,318.26,no,no,telephone,31,jul,214,3,-1,0,NA,no
56,tecnico,casado,terciaria,si,-685.47,87.4,no,no,cellular,31,jul,258,8,-1,0,NA,no
47,obrero,casado,secundaria,no,814.49,118.3,no,si,cellular,31,jul,120,3,-1,0,NA,no
47,obrero,casado,secundaria,no,3362.56,37.98,no,no,cellular,31,jul,248,5,-1,0,NA,no
37,admin,casado,secundaria,no,5154.07,236.49,no,no,cellular,31,jul,536,8,-1,0,NA,no
33,obrero,casado,primaria,no,2103.36,121.61,si,no,cellular,31,jul,18,15,-1,0,NA,no
35,servicios,casado,secundaria,no,443.19,143.79,no,si,cellular,31,jul,30,13,-1,0,NA,no
39,hogar,casado,secundaria,no,360.22,249.3,si,no,cellular,31,jul,90,13,-1,0,NA,no
54,manager,casado,terciaria,no,1259.41,45.53,si,si,cellular,31,jul,11,5,-1,0,NA,no
43,empresario,casado,terciaria,no,1183.39,6.89,no,no,cellular,31,jul,78,23,-1,0,NA,no
45,admin,soltero,primaria,no,1894.32,101.19,no,no,telephone,31,jul,50,7,-1,0,NA,no
33,obrero,casado,secundaria,no,326.28,110.75,si,no,cellular,31,jul,61,4,-1,0,NA,no
41,obrero,casado,NA,no,1411.56,90.95,no,no,cellular,31,jul,33,14,-1,0,NA,no
31,tecnico,casado,terciaria,no,1263.6,26.11,no,si,telephone,31,jul,9,16,-1,0,NA,no
46,manager,divorciado,terciaria,no,4996.1,250.85,si,si,cellular,31,jul,5,2,-1,0,NA,no
42,tecnico,casado,secundaria,no,714.33,52.38,si,no,telephone,31,jul,29,4,-1,0,NA,no
44,servicios,divorciado,secundaria,no,64.79,74.65,si,si,cellular,31,jul,5,3,-1,0,NA,no
54,manager,casado,NA,no,68.56,56.52,no,no,cellular,31,jul,12,10,-1,0,NA,no
49,manager,casado,terciaria,no,4477.23,71.18,si,no,cellular,31,jul,68,3,-1,0,NA,no
50,obrero,casado,secundaria,no,9652.37,148.54,si,no,telephone,31,jul,182,6,-1,0,NA,no
40,admin,casado,secundaria,no,424.27,241.33,no,no,cellular,31,jul,1142,5,-1,0,NA,si
36,manager,casado,terciaria,no,1679.28,79.03,si,no,cellular,31,jul,544,5,-1,0,NA,no
50,empresario,casado,terciaria,no,101.45,19.6,no,no,cellular,31,jul,22,8,-1,0,NA,no
60,retirado,casado,secundaria,no,94.59,153.37,no,no,telephone,31,jul,576,20,-1,0,NA,no
28,desempleado,casado,primaria,si,129.34,189.9,si,no,cellular,31,jul,6,13,-1,0,NA,no
35,desempleado,soltero,terciaria,no,2415.8,11.41,no,no,cellular,31,jul,420,9,-1,0,NA,no
32,tecnico,soltero,secundaria,no,-59.38,169.34,si,si,cellular,31,jul,55,17,-1,0,NA,no
41,tecnico,casado,secundaria,no,269.38,26.21,no,si,telephone,31,jul,15,25,-1,0,NA,no
42,admin,casado,secundaria,no,338.11,155.77,si,no,cellular,31,jul,76,5,-1,0,NA,no
58,desempleado,casado,primaria,no,1249.58,30.44,no,no,cellular,31,jul,1721,5,-1,0,NA,si
49,obrero,casado,secundaria,no,1130.46,138.89,no,si,cellular,31,jul,137,6,-1,0,NA,no
26,obrero,soltero,primaria,no,110.29,134.3,no,si,cellular,31,jul,34,32,-1,0,NA,no
56,admin,casado,secundaria,no,2861.41,176.29,no,no,telephone,31,jul,39,3,-1,0,NA,no
53,retirado,casado,primaria,no,79.52,133.86,no,no,cellular,31,jul,85,3,-1,0,NA,no
56,obrero,casado,primaria,no,2245.43,311.35,no,no,telephone,31,jul,31,3,-1,0,NA,no
50,autoempleo,casado,secundaria,no,4507.4,14.7,no,si,cellular,31,jul,12,3,-1,0,NA,no
26,admin,soltero,secundaria,no,44.4,156.94,no,no,cellular,31,jul,9,31,-1,0,NA,no
35,tecnico,casado,secundaria,no,-129.52,9.78,no,si,cellular,31,jul,57,34,-1,0,NA,no
36,obrero,casado,secundaria,no,392.5,60.57,no,no,cellular,31,jul,43,3,-1,0,NA,no
41,desempleado,divorciado,secundaria,no,1328.53,93.79,no,no,cellular,31,jul,45,3,-1,0,NA,no
33,manager,soltero,terciaria,no,9.8,124.99,si,si,cellular,31,jul,22,8,-1,0,NA,no
48,obrero,casado,secundaria,no,4331.24,194.82,no,no,cellular,31,jul,84,7,-1,0,NA,no
36,obrero,casado,secundaria,no,1618.65,154.09,no,no,cellular,31,jul,17,3,-1,0,NA,no
58,obrero,casado,secundaria,no,32.1,88.68,no,si,telephone,31,jul,77,13,-1,0,NA,no
49,servicios,casado,secundaria,no,259.93,104.9,si,no,cellular,31,jul,28,25,-1,0,NA,no
37,obrero,casado,secundaria,no,2121.67,49.04,si,si,cellular,31,jul,34,5,-1,0,NA,no
38,manager,casado,terciaria,no,14281.51,321.45,si,no,cellular,31,jul,48,3,-1,0,NA,no
56,manager,casado,terciaria,no,65.79,79.04,no,no,telephone,31,jul,29,16,-1,0,NA,no
29,manager,casado,terciaria,si,109.72,142.09,si,no,cellular,31,jul,27,17,-1,0,NA,no
46,obrero,soltero,primaria,no,326.34,327.5,no,si,cellular,31,jul,652,7,-1,0,NA,no
36,obrero,casado,NA,no,-706.44,31.4,si,si,cellular,31,jul,110,3,-1,0,NA,no
44,admin,soltero,secundaria,no,4545.49,67.23,no,si,cellular,31,jul,19,13,-1,0,NA,no
42,estudiante,casado,NA,no,48.37,113.13,no,no,telephone,31,jul,41,6,-1,0,NA,no
44,admin,divorciado,secundaria,no,681.09,175.17,no,no,cellular,31,jul,6,10,-1,0,NA,no
49,tecnico,casado,secundaria,no,9077.57,447.83,no,no,cellular,31,jul,9,10,-1,0,NA,no
34,estudiante,soltero,secundaria,no,222.26,113.19,si,no,cellular,31,jul,12,5,-1,0,NA,no
26,obrero,soltero,secundaria,no,66.44,219.8,si,si,cellular,31,jul,14,6,-1,0,NA,no
28,desempleado,casado,secundaria,no,1.68,48.75,si,si,cellular,31,jul,143,4,-1,0,NA,no
54,hogar,casado,secundaria,no,1057.15,32.43,no,no,telephone,31,jul,11,6,-1,0,NA,no
48,desempleado,casado,secundaria,no,78.47,55.09,no,no,telephone,31,jul,35,11,-1,0,NA,no
49,servicios,casado,secundaria,no,482.67,79.62,no,no,telephone,31,jul,1032,4,-1,0,NA,si
47,admin,casado,secundaria,no,-1033.35,4.6,si,si,cellular,31,jul,153,4,-1,0,NA,no
50,admin,casado,secundaria,no,1172.04,240.88,si,si,cellular,31,jul,73,8,-1,0,NA,no
48,desempleado,casado,secundaria,no,1879.67,274.36,si,no,telephone,31,jul,135,3,-1,0,NA,no
38,admin,casado,secundaria,no,90.1,55.29,si,si,cellular,31,jul,50,11,-1,0,NA,no
57,retirado,soltero,NA,no,480.89,47.11,no,si,cellular,31,jul,45,29,-1,0,NA,no
28,obrero,casado,secundaria,no,207.87,220,si,si,cellular,31,jul,7,22,-1,0,NA,no
37,servicios,casado,secundaria,no,194.46,420.77,si,no,cellular,31,jul,107,3,-1,0,NA,no
26,admin,soltero,terciaria,no,2145.37,332.04,no,no,cellular,31,jul,127,4,-1,0,NA,no
39,admin,divorciado,secundaria,no,-253.6,56.41,no,si,cellular,31,jul,16,27,-1,0,NA,no
50,desempleado,casado,secundaria,no,370.25,309.54,si,no,cellular,31,jul,29,10,-1,0,NA,no
50,desempleado,soltero,secundaria,no,683.91,49.79,no,no,cellular,31,jul,649,3,-1,0,NA,no
58,admin,casado,secundaria,no,6954.44,397.41,no,no,cellular,4,ago,148,1,-1,0,NA,no
51,tecnico,divorciado,secundaria,no,1113.8,118.23,no,si,cellular,4,ago,78,1,-1,0,NA,no
56,servicios,casado,terciaria,no,3562.5,339.6,no,no,cellular,4,ago,124,1,-1,0,NA,no
47,manager,casado,terciaria,no,58.68,118.63,no,no,cellular,4,ago,491,1,-1,0,NA,no
32,manager,casado,terciaria,no,1636.73,79.68,no,no,cellular,4,ago,156,1,-1,0,NA,no
36,manager,casado,terciaria,no,3080.98,95.39,si,no,cellular,4,ago,160,1,-1,0,NA,no
53,tecnico,divorciado,secundaria,si,-3.41,91.21,no,si,cellular,4,ago,531,1,-1,0,NA,no
45,manager,casado,secundaria,no,1174.1,97.49,no,no,cellular,4,ago,75,1,-1,0,NA,no
41,manager,casado,terciaria,no,3419.51,211.94,no,no,cellular,4,ago,74,1,-1,0,NA,no
41,manager,casado,terciaria,no,1347.41,207.2,no,no,cellular,4,ago,272,1,-1,0,NA,no
30,autoempleo,soltero,terciaria,no,728.06,36.32,no,no,cellular,4,ago,222,1,-1,0,NA,no
35,hogar,casado,terciaria,no,362.01,84.76,no,no,cellular,4,ago,311,1,-1,0,NA,no
52,manager,casado,terciaria,no,1492.08,1.21,no,no,cellular,4,ago,163,1,-1,0,NA,no
36,manager,casado,terciaria,no,72.54,107.74,no,si,cellular,4,ago,89,1,-1,0,NA,no
40,manager,casado,terciaria,no,1278.73,365.15,no,no,cellular,4,ago,53,1,-1,0,NA,no
38,tecnico,casado,secundaria,no,55.46,172.18,si,no,cellular,4,ago,71,1,-1,0,NA,no
37,manager,casado,terciaria,no,67.17,216.94,no,no,cellular,4,ago,96,1,-1,0,NA,no
49,tecnico,casado,secundaria,no,402.3,44.35,no,no,cellular,4,ago,227,1,-1,0,NA,no
45,tecnico,casado,secundaria,no,2508.7,35.41,no,no,cellular,4,ago,81,1,-1,0,NA,no
53,admin,casado,secundaria,no,837.05,24.87,no,no,cellular,4,ago,59,1,-1,0,NA,no
31,tecnico,casado,secundaria,no,6763.75,365.54,no,no,cellular,4,ago,436,1,-1,0,NA,no
50,NA,casado,NA,no,1587.65,238.62,no,no,cellular,4,ago,157,1,-1,0,NA,no
45,manager,divorciado,secundaria,no,2005.72,46.21,no,no,cellular,4,ago,498,1,-1,0,NA,no
42,tecnico,casado,secundaria,no,96.59,92.08,no,no,cellular,4,ago,240,1,-1,0,NA,no
51,manager,casado,terciaria,no,1775.04,64.41,no,no,cellular,4,ago,147,1,-1,0,NA,no
38,tecnico,casado,secundaria,no,1981.63,2.71,no,no,cellular,4,ago,846,1,-1,0,NA,si
52,NA,casado,NA,no,1680.83,153.32,no,no,cellular,4,ago,164,1,-1,0,NA,no
57,admin,casado,primaria,no,7078.36,111.39,no,no,cellular,4,ago,117,1,-1,0,NA,no
50,tecnico,divorciado,secundaria,no,1718.36,49.57,no,no,cellular,4,ago,209,1,-1,0,NA,no
60,retirado,casado,secundaria,no,5277.86,12.35,no,no,cellular,4,ago,160,1,-1,0,NA,no
35,tecnico,soltero,terciaria,no,253.35,198.65,no,no,cellular,4,ago,53,1,-1,0,NA,no
46,manager,casado,secundaria,no,380.07,3.06,no,si,cellular,4,ago,243,1,-1,0,NA,no
48,tecnico,divorciado,terciaria,no,989.45,108.33,no,si,cellular,4,ago,103,1,-1,0,NA,no
52,obrero,casado,NA,no,780.47,161.54,no,no,cellular,4,ago,629,1,-1,0,NA,no
43,manager,divorciado,terciaria,no,85.52,265.87,no,no,cellular,4,ago,79,1,-1,0,NA,no
42,tecnico,casado,terciaria,no,1657.6,127.12,no,no,cellular,4,ago,148,1,-1,0,NA,no
48,admin,casado,secundaria,no,2349.47,157.01,no,no,cellular,4,ago,70,1,-1,0,NA,no
50,manager,casado,terciaria,si,105.22,93.63,no,no,cellular,4,ago,869,1,-1,0,NA,no
55,autoempleo,casado,secundaria,no,247.33,249.83,no,no,cellular,4,ago,68,1,-1,0,NA,no
57,manager,casado,secundaria,no,81.76,164.08,si,no,cellular,4,ago,157,1,-1,0,NA,no
36,tecnico,casado,secundaria,no,542.33,49.2,si,si,NA,4,ago,94,1,-1,0,NA,no
31,tecnico,soltero,terciaria,no,458.37,34.95,no,no,cellular,4,ago,149,1,-1,0,NA,no
52,obrero,casado,secundaria,no,-337.27,340.51,no,si,cellular,4,ago,151,1,-1,0,NA,no
42,manager,casado,terciaria,no,306.91,119.53,no,no,cellular,4,ago,302,2,-1,0,NA,no
45,obrero,casado,NA,no,39.19,21.75,no,no,cellular,4,ago,408,1,-1,0,NA,no
56,obrero,casado,primaria,no,211.62,72.11,no,no,cellular,4,ago,270,1,-1,0,NA,no
31,tecnico,soltero,secundaria,no,2406.65,46.41,no,no,cellular,4,ago,139,1,-1,0,NA,no
35,tecnico,divorciado,secundaria,no,-251.08,12.06,no,no,cellular,4,ago,148,1,-1,0,NA,no
46,obrero,casado,primaria,no,831.31,187.14,si,no,cellular,4,ago,73,1,-1,0,NA,no
53,manager,casado,terciaria,no,1331.23,80.23,no,no,cellular,4,ago,136,2,-1,0,NA,no
49,tecnico,casado,secundaria,no,3513.04,350.44,no,no,NA,4,ago,130,1,-1,0,NA,no
45,obrero,casado,primaria,no,15554.46,209.65,no,no,cellular,4,ago,167,2,-1,0,NA,no
40,manager,casado,terciaria,no,9294.16,609.24,no,no,cellular,4,ago,252,1,-1,0,NA,no
49,obrero,casado,secundaria,no,3415.78,83.2,no,no,cellular,4,ago,144,1,-1,0,NA,no
46,obrero,casado,primaria,no,1378.5,141.79,no,no,cellular,4,ago,174,1,-1,0,NA,no
49,servicios,casado,secundaria,no,3637.36,228.23,no,no,cellular,4,ago,39,1,-1,0,NA,no
57,hogar,casado,terciaria,no,99.65,350.06,no,no,cellular,4,ago,142,2,-1,0,NA,no
37,manager,casado,terciaria,no,387.94,71.26,no,no,cellular,4,ago,340,1,-1,0,NA,no
49,manager,divorciado,terciaria,no,5291.65,366.68,no,no,cellular,4,ago,86,1,-1,0,NA,no
30,tecnico,soltero,terciaria,no,152.4,4.74,no,no,cellular,4,ago,417,1,-1,0,NA,no
34,NA,casado,NA,no,232.23,19.64,no,no,cellular,4,ago,119,2,-1,0,NA,no
51,hogar,divorciado,terciaria,no,1708.68,47.52,no,no,cellular,4,ago,870,1,-1,0,NA,si
55,manager,casado,terciaria,no,328.69,215.77,no,no,cellular,4,ago,200,1,-1,0,NA,no
51,obrero,casado,primaria,no,1594.18,129.45,no,no,cellular,4,ago,121,2,-1,0,NA,no
55,autoempleo,casado,secundaria,no,4555.28,25.67,no,no,cellular,4,ago,272,1,-1,0,NA,no
52,manager,casado,terciaria,no,255.16,204.05,no,no,cellular,4,ago,145,1,-1,0,NA,no
30,manager,soltero,terciaria,no,1719.66,277.98,no,no,cellular,4,ago,200,1,-1,0,NA,no
46,NA,casado,NA,no,67.56,79.77,no,no,cellular,4,ago,343,1,-1,0,NA,no
45,autoempleo,casado,secundaria,no,1140.12,199.59,no,no,cellular,4,ago,96,1,-1,0,NA,no
58,retirado,casado,NA,no,968.61,352.76,no,no,telephone,4,ago,152,2,-1,0,NA,no
49,obrero,casado,primaria,no,432.77,155.73,no,no,cellular,4,ago,134,1,-1,0,NA,no
36,manager,divorciado,terciaria,no,75.71,239.51,no,no,cellular,4,ago,1165,1,-1,0,NA,si
35,manager,soltero,terciaria,no,899.21,218.48,no,no,cellular,4,ago,329,1,-1,0,NA,no
30,manager,soltero,terciaria,no,880.64,222.96,si,no,cellular,4,ago,81,1,-1,0,NA,no
48,desempleado,casado,secundaria,no,1301.56,27.78,no,no,cellular,4,ago,198,1,-1,0,NA,no
41,manager,divorciado,terciaria,no,998.87,199.99,no,no,cellular,4,ago,93,1,-1,0,NA,no
33,tecnico,soltero,secundaria,no,210.92,35.85,no,si,cellular,4,ago,307,1,-1,0,NA,no
60,tecnico,casado,secundaria,no,1011.19,241.84,no,no,NA,4,ago,64,1,-1,0,NA,no
55,tecnico,casado,secundaria,no,2518.46,390.68,no,no,cellular,4,ago,138,1,-1,0,NA,no
38,manager,casado,terciaria,no,794.39,384.83,si,si,cellular,4,ago,79,1,-1,0,NA,no
57,obrero,casado,secundaria,no,246.04,97.48,no,no,cellular,4,ago,58,1,-1,0,NA,no
57,admin,casado,secundaria,no,1095,49.71,no,no,cellular,4,ago,68,1,-1,0,NA,no
47,servicios,casado,primaria,no,62.37,184.16,si,no,cellular,4,ago,226,1,-1,0,NA,no
45,desempleado,casado,primaria,no,75.17,312.4,no,no,cellular,4,ago,413,1,-1,0,NA,no
50,servicios,casado,secundaria,no,1175.56,296.57,no,no,cellular,4,ago,679,1,-1,0,NA,no
46,obrero,casado,primaria,no,889.33,127.76,no,no,cellular,4,ago,160,1,-1,0,NA,no
37,hogar,casado,primaria,no,2504.99,67.81,no,no,cellular,4,ago,315,1,-1,0,NA,no
46,retirado,divorciado,terciaria,no,-8.29,259.68,no,no,cellular,4,ago,20,4,-1,0,NA,no
50,desempleado,divorciado,secundaria,no,114.3,68.35,no,no,cellular,4,ago,282,2,-1,0,NA,no
47,manager,casado,terciaria,no,1131.67,101.94,no,no,cellular,4,ago,488,2,-1,0,NA,no
51,obrero,casado,secundaria,no,1197.33,185.26,no,no,cellular,4,ago,824,2,-1,0,NA,no
58,retirado,casado,primaria,no,57.56,2.76,no,no,cellular,4,ago,506,1,-1,0,NA,no
51,hogar,casado,NA,no,21299.71,707.8,no,si,cellular,4,ago,166,2,-1,0,NA,no
53,tecnico,soltero,secundaria,no,55.59,46.05,no,no,cellular,4,ago,134,2,-1,0,NA,no
46,tecnico,casado,secundaria,no,555.2,65.72,no,no,cellular,4,ago,432,1,-1,0,NA,no
39,manager,casado,secundaria,no,738.07,215.58,si,no,cellular,4,ago,295,1,-1,0,NA,no
55,retirado,casado,secundaria,no,9.02,71.76,no,no,cellular,4,ago,1110,1,-1,0,NA,si
44,desempleado,soltero,terciaria,no,872.21,176.09,no,no,cellular,4,ago,184,1,-1,0,NA,no
47,obrero,casado,primaria,no,1527.02,120.92,si,si,cellular,4,ago,166,2,-1,0,NA,no
58,tecnico,casado,secundaria,no,875.49,112.94,no,no,cellular,4,ago,422,1,-1,0,NA,no
51,manager,casado,terciaria,no,2499.99,149.19,no,no,cellular,4,ago,266,2,-1,0,NA,no
52,manager,casado,secundaria,no,5668.5,183.76,no,no,cellular,4,ago,46,1,-1,0,NA,no
56,retirado,casado,secundaria,no,310.35,115.63,no,no,cellular,4,ago,143,1,-1,0,NA,no
54,tecnico,casado,secundaria,no,469.16,30.68,no,no,cellular,4,ago,226,1,-1,0,NA,no
43,tecnico,casado,terciaria,no,684.72,152.83,no,no,cellular,4,ago,454,1,-1,0,NA,no
47,tecnico,casado,secundaria,no,709.28,17.53,no,no,cellular,4,ago,416,2,-1,0,NA,no
37,tecnico,soltero,secundaria,no,47.59,33.24,no,no,cellular,4,ago,69,2,-1,0,NA,no
50,tecnico,casado,terciaria,no,173.62,143.78,no,no,cellular,4,ago,155,1,-1,0,NA,no
60,obrero,casado,primaria,no,1751.46,241.37,no,no,cellular,4,ago,115,1,-1,0,NA,no
53,admin,casado,terciaria,no,1448.01,8.27,no,no,cellular,4,ago,68,1,-1,0,NA,no
60,NA,casado,NA,no,7415.86,406.45,no,no,cellular,4,ago,122,1,-1,0,NA,no
37,manager,casado,terciaria,no,675.89,233.89,no,no,cellular,4,ago,204,2,-1,0,NA,no
52,obrero,casado,primaria,no,1138.79,113.38,no,no,cellular,4,ago,273,1,-1,0,NA,no
47,desempleado,casado,secundaria,no,217.64,240.68,no,no,cellular,4,ago,653,2,-1,0,NA,no
54,obrero,casado,secundaria,no,603.34,156.44,no,no,cellular,4,ago,226,1,-1,0,NA,no
47,obrero,casado,secundaria,no,1419.41,228.87,no,si,cellular,4,ago,255,1,-1,0,NA,no
41,manager,soltero,terciaria,no,318.76,117.57,no,no,cellular,4,ago,149,1,-1,0,NA,no
46,tecnico,casado,terciaria,no,3056.13,107.31,no,no,cellular,4,ago,58,2,-1,0,NA,no
50,admin,casado,secundaria,no,76.39,65.97,no,no,cellular,4,ago,86,4,-1,0,NA,no
49,admin,casado,secundaria,no,1038.08,115.83,no,no,cellular,4,ago,91,1,-1,0,NA,no
47,NA,casado,NA,no,234.45,65.3,no,no,cellular,4,ago,108,1,-1,0,NA,no
45,NA,casado,NA,no,2938.16,129.16,no,no,cellular,4,ago,112,1,-1,0,NA,no
41,manager,casado,terciaria,no,697.34,2.88,no,no,cellular,4,ago,104,1,-1,0,NA,no
45,autoempleo,casado,secundaria,no,676.9,29.03,no,no,cellular,4,ago,165,2,-1,0,NA,no
41,manager,soltero,terciaria,no,4520.2,188.31,no,no,cellular,4,ago,357,2,-1,0,NA,no
46,admin,casado,secundaria,no,2606.85,133.73,no,no,cellular,4,ago,282,1,-1,0,NA,no
50,manager,casado,terciaria,no,786.31,203.4,no,no,cellular,4,ago,144,3,-1,0,NA,no
32,tecnico,casado,secundaria,no,54.15,38.21,si,si,cellular,4,ago,341,2,-1,0,NA,no
46,obrero,casado,secundaria,no,-316.99,145.06,no,si,cellular,4,ago,115,1,-1,0,NA,no
52,manager,casado,terciaria,no,885.31,119.62,no,no,cellular,4,ago,121,1,-1,0,NA,no
47,obrero,casado,secundaria,no,1556.14,278.15,no,no,cellular,4,ago,322,1,-1,0,NA,no
45,manager,casado,secundaria,no,364.08,67.6,si,no,cellular,4,ago,154,2,-1,0,NA,no
54,manager,casado,terciaria,no,11472.85,575.31,no,no,cellular,4,ago,333,1,-1,0,NA,no
52,manager,casado,terciaria,no,7292.99,340.49,no,no,cellular,4,ago,1486,1,-1,0,NA,si
49,servicios,casado,secundaria,no,1227.28,62.47,no,no,cellular,4,ago,143,1,-1,0,NA,no
40,tecnico,casado,secundaria,no,91.09,133.78,si,si,cellular,4,ago,135,3,-1,0,NA,no
31,manager,casado,terciaria,no,970.41,60.7,si,si,cellular,4,ago,182,3,-1,0,NA,no
47,tecnico,soltero,secundaria,no,650.28,181.51,no,si,cellular,4,ago,173,2,-1,0,NA,no
46,obrero,casado,primaria,no,2537.26,22.65,no,no,cellular,4,ago,136,3,-1,0,NA,no
38,servicios,casado,terciaria,no,692.51,54.5,no,no,cellular,4,ago,328,2,-1,0,NA,no
56,obrero,casado,secundaria,no,398.62,178.93,no,si,cellular,4,ago,378,2,-1,0,NA,no
36,manager,casado,terciaria,no,3879.98,5.97,no,no,cellular,4,ago,230,1,-1,0,NA,no
53,manager,casado,terciaria,no,2667.97,130.8,no,no,cellular,4,ago,958,2,-1,0,NA,no
55,tecnico,casado,secundaria,no,536.1,191.26,no,no,cellular,4,ago,99,2,-1,0,NA,no
44,tecnico,casado,secundaria,no,1035.49,204.55,si,no,cellular,4,ago,190,1,-1,0,NA,no
59,obrero,casado,primaria,no,3793.57,93.93,si,si,cellular,4,ago,170,2,-1,0,NA,no
54,servicios,casado,secundaria,no,838.97,172.04,no,no,cellular,4,ago,151,1,-1,0,NA,no
43,manager,casado,terciaria,no,3628.99,229.28,si,no,cellular,4,ago,190,3,-1,0,NA,no
58,admin,casado,secundaria,no,1726.49,178.7,no,no,cellular,4,ago,110,2,-1,0,NA,no
39,tecnico,casado,secundaria,no,51.23,330.52,no,no,cellular,4,ago,281,3,-1,0,NA,no
45,servicios,casado,primaria,no,342.63,24.41,si,no,cellular,4,ago,376,2,-1,0,NA,no
60,empresario,casado,NA,si,-162.2,139.72,si,si,cellular,4,ago,67,8,-1,0,NA,no
54,retirado,casado,secundaria,no,845.07,48.71,no,no,cellular,4,ago,389,2,-1,0,NA,no
42,tecnico,casado,secundaria,no,4926.47,332.09,no,no,cellular,4,ago,91,2,-1,0,NA,no
45,admin,casado,secundaria,no,73.74,209.77,si,si,cellular,4,ago,368,2,-1,0,NA,no
47,empresario,casado,secundaria,no,399.21,339.08,no,no,cellular,4,ago,299,2,-1,0,NA,no
31,manager,soltero,terciaria,no,145.29,176.07,no,no,cellular,4,ago,144,2,-1,0,NA,no
35,tecnico,soltero,terciaria,no,434.61,257.2,si,no,cellular,4,ago,146,3,-1,0,NA,no
56,retirado,divorciado,secundaria,no,-67.3,436.4,no,si,cellular,4,ago,370,2,-1,0,NA,no
36,tecnico,casado,secundaria,no,645.61,42.93,no,si,cellular,4,ago,230,3,-1,0,NA,no
54,autoempleo,casado,secundaria,no,3555.04,174.45,no,no,cellular,4,ago,686,2,-1,0,NA,no
48,tecnico,casado,secundaria,no,3121.33,337.37,no,no,cellular,4,ago,597,2,-1,0,NA,no
53,admin,casado,primaria,no,6348.36,208.46,no,no,cellular,4,ago,441,2,-1,0,NA,no
58,manager,casado,terciaria,no,9731.94,333.19,no,no,cellular,4,ago,857,2,-1,0,NA,no
54,obrero,casado,NA,no,299.01,13.99,no,no,cellular,4,ago,753,2,-1,0,NA,no
33,tecnico,casado,secundaria,no,1.12,66.25,no,si,cellular,4,ago,410,4,-1,0,NA,no
55,tecnico,divorciado,secundaria,no,2731.12,42.41,no,no,cellular,4,ago,430,2,-1,0,NA,no
44,NA,casado,secundaria,no,2382.99,82.39,no,no,cellular,4,ago,251,3,-1,0,NA,no
49,servicios,casado,secundaria,no,5742.66,140.3,no,si,cellular,4,ago,357,3,-1,0,NA,no
43,tecnico,divorciado,secundaria,no,240.85,196.25,no,no,cellular,4,ago,211,3,-1,0,NA,no
43,tecnico,casado,terciaria,no,54.34,127.37,no,no,cellular,4,ago,1488,2,-1,0,NA,si
