edad,trabajo,emarital,educacion,mora,ingresos,gastos,inversion,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
26,estudiante,soltero,terciaria,no,458.45,29.55,965.3999766,no,no,telephone,2,feb,237,2,-1,0,NA,no
34,obrero,casado,primaria,no,1970.9,413.28,1161.727666,si,no,cellular,2,feb,192,1,-1,0,NA,no
29,tecnico,soltero,secundaria,no,183.2,129.61,1517.666389,no,no,cellular,2,feb,110,3,-1,0,NA,no
26,manager,soltero,terciaria,no,820.41,265.44,1755.96234,no,no,cellular,2,feb,362,1,-1,0,NA,no
33,tecnico,soltero,secundaria,no,1395.45,70.72,500.5085914,si,no,cellular,2,feb,20,7,-1,0,NA,no
30,admin,soltero,terciaria,no,324.83,74.34,1091.970878,no,no,cellular,2,feb,124,1,-1,0,NA,no
42,autoempleo,soltero,secundaria,no,979.1,188.16,2008.369488,no,no,cellular,2,feb,127,1,-1,0,NA,no
29,admin,soltero,secundaria,no,287.01,70.36,2617.294015,no,no,telephone,2,feb,268,1,-1,0,NA,no
41,manager,casado,primaria,no,346.51,212.49,842.84576,si,no,cellular,2,feb,199,1,-1,0,NA,no
34,tecnico,casado,primaria,no,1343.32,100.07,1740.006476,no,no,cellular,2,feb,56,1,-1,0,NA,no
35,tecnico,casado,secundaria,no,799.98,310.36,1742.208845,no,no,cellular,2,feb,324,1,-1,0,NA,no
29,manager,casado,terciaria,no,32.68,80.51,213.4551326,no,no,cellular,2,feb,180,1,-1,0,NA,no
28,servicios,soltero,secundaria,no,53.62,161.23,5921.748658,no,no,cellular,2,feb,188,1,206,2,other,no
34,manager,casado,terciaria,no,1013.3,110.39,865.9210292,no,si,cellular,2,feb,655,2,-1,0,NA,no
38,servicios,casado,secundaria,no,8959.14,499.23,3667.55635,no,no,cellular,2,feb,280,1,75,1,failure,no
31,admin,soltero,terciaria,no,88.46,203.78,2629.266014,no,si,cellular,2,feb,75,1,206,1,failure,no
26,manager,soltero,terciaria,no,55.66,1.64,796.68898,no,si,cellular,2,feb,145,1,199,1,failure,no
39,tecnico,casado,terciaria,no,898.24,8.58,1172.832213,no,no,telephone,2,feb,182,1,-1,0,NA,no
27,manager,soltero,terciaria,si,1461.95,162.04,3168.369423,si,no,cellular,2,feb,95,1,-1,0,NA,no
35,admin,casado,secundaria,no,705.3,189.5,814.4129415,si,no,cellular,2,feb,346,2,-1,0,NA,no
41,manager,soltero,terciaria,no,20.16,117.39,1310.214626,si,no,cellular,2,feb,437,1,-1,0,NA,no
44,desempleado,soltero,terciaria,no,7903.45,176.81,1356.589589,si,no,telephone,2,feb,20,1,-1,0,NA,no
59,obrero,casado,primaria,no,103.25,223.39,754.7786545,no,no,cellular,2,feb,173,1,-1,0,NA,no
37,manager,casado,secundaria,no,76.32,130.49,2000.268523,no,si,cellular,2,feb,164,1,250,2,failure,no
34,desempleado,divorciado,terciaria,no,277.16,58.87,790.1992467,si,no,cellular,2,feb,170,1,-1,0,NA,no
40,obrero,casado,primaria,no,462.6,86.25,806.1105364,no,no,cellular,2,feb,84,2,-1,0,NA,no
36,servicios,casado,secundaria,no,190.39,112.91,880.9556932,si,no,cellular,2,feb,109,1,252,2,other,no
41,obrero,divorciado,secundaria,no,-136.83,266.93,2131.089677,si,no,cellular,2,feb,108,2,-1,0,NA,no
36,manager,casado,terciaria,no,911.42,239.01,2095.569927,si,si,cellular,2,feb,408,1,-1,0,NA,no
54,desempleado,divorciado,secundaria,no,6834.16,279.98,3454.027205,no,no,cellular,2,feb,39,1,-1,0,NA,no
38,autoempleo,casado,secundaria,no,339.33,139.93,1309.440007,si,no,cellular,2,feb,123,1,258,1,failure,no
46,hogar,casado,primaria,no,61.62,203.95,469.3329468,no,no,telephone,2,feb,161,1,-1,0,NA,no
38,manager,casado,terciaria,no,680.63,29.81,3669.852218,si,no,cellular,2,feb,366,1,-1,0,NA,no
55,manager,casado,primaria,no,679.54,270.65,1397.983876,no,si,cellular,2,feb,114,1,208,1,failure,no
33,manager,soltero,terciaria,no,543.97,189.61,1460.637722,si,no,cellular,2,feb,62,1,179,3,failure,no
36,admin,casado,secundaria,no,194.92,21.29,2340.657184,si,no,cellular,2,feb,83,1,-1,0,NA,no
40,tecnico,casado,secundaria,no,586.39,185.84,1104.836935,si,no,cellular,2,feb,96,1,266,1,failure,no
46,obrero,divorciado,primaria,no,282.58,179.86,4821.152662,no,no,cellular,2,feb,173,1,-1,0,NA,no
83,retirado,casado,primaria,no,466.1,65.51,363.1745267,no,no,telephone,2,feb,912,1,-1,0,NA,no
46,admin,casado,primaria,no,560.97,111.94,1837.70845,si,no,cellular,2,feb,75,1,264,10,other,no
38,tecnico,casado,secundaria,no,283.49,332.9,2864.347664,si,no,cellular,2,feb,43,1,-1,0,NA,no
36,desempleado,divorciado,secundaria,no,1427.04,313.47,2497.515887,no,si,cellular,2,feb,131,1,-1,0,NA,no
59,obrero,casado,secundaria,no,516.23,21.84,282.0092741,si,no,cellular,2,feb,136,1,-1,0,NA,no
30,manager,soltero,terciaria,no,113.22,88.84,1672.667611,no,no,telephone,2,feb,211,2,-1,0,NA,no
31,tecnico,soltero,secundaria,no,845.81,81.79,1294.115744,no,no,cellular,2,feb,361,1,-1,0,NA,no
34,manager,casado,terciaria,no,564.1,10.73,1407.389311,si,no,cellular,2,feb,491,1,-1,0,NA,no
35,servicios,casado,secundaria,no,49.17,48.62,3116.886453,no,no,cellular,2,feb,71,1,-1,0,NA,no
29,admin,soltero,secundaria,no,1104.3,65.84,617.6015407,si,no,cellular,2,feb,177,1,-1,0,NA,si
55,autoempleo,divorciado,secundaria,no,1622.48,139.1,1896.982767,no,no,cellular,2,feb,166,1,216,1,other,no
34,admin,casado,secundaria,no,138.2,274.59,1145.058538,si,no,cellular,2,feb,173,1,258,2,failure,no
31,servicios,soltero,secundaria,no,199.69,50.43,2531.385732,no,no,cellular,2,feb,360,1,-1,0,NA,no
32,manager,soltero,terciaria,no,242.27,9.57,929.8988419,si,no,cellular,2,feb,56,1,-1,0,NA,no
32,admin,casado,secundaria,no,115.9,11.91,1956.454534,si,no,cellular,2,feb,275,1,258,1,other,no
37,obrero,casado,secundaria,no,7.91,76.56,2034.4245,no,no,cellular,2,feb,157,1,-1,0,NA,no
36,admin,casado,secundaria,no,67.18,93.5,674.5283303,si,no,cellular,2,feb,236,2,252,1,other,no
41,hogar,casado,primaria,no,1424.82,9.41,2104.336608,no,no,telephone,2,feb,122,3,-1,0,NA,no
42,obrero,casado,primaria,no,1533.87,280.53,3742.598813,si,no,cellular,2,feb,279,2,269,2,other,no
40,servicios,casado,secundaria,no,729.21,35.23,719.5572769,si,no,cellular,2,feb,299,2,-1,0,NA,no
39,manager,soltero,terciaria,no,-59.73,41.79,2828.745721,si,no,cellular,2,feb,268,2,196,2,failure,no
52,desempleado,casado,primaria,no,3253.72,296.93,1600.645303,no,no,cellular,2,feb,165,1,-1,0,NA,no
45,manager,casado,terciaria,no,506.76,31.73,167.3687888,si,si,cellular,2,feb,190,4,264,4,failure,no
60,retirado,casado,primaria,no,258.33,54.09,1641.534253,si,si,cellular,2,feb,157,2,252,1,failure,no
40,manager,casado,terciaria,no,595.36,25.28,625.4656286,si,no,cellular,2,feb,349,2,262,275,other,no
36,manager,casado,terciaria,no,123.64,36.33,2748.982491,no,no,cellular,2,feb,124,1,178,4,success,no
57,admin,casado,secundaria,no,89.55,58.79,626.8282426,no,no,cellular,2,feb,261,1,265,3,failure,no
34,tecnico,casado,terciaria,no,-584.85,57.99,2864.09444,no,no,telephone,2,feb,20,8,-1,0,NA,no
37,manager,casado,primaria,no,1469.78,156.38,661.9588502,si,no,cellular,2,feb,97,1,-1,0,NA,no
49,admin,casado,secundaria,no,425.92,111.27,2153.837619,si,no,cellular,2,feb,231,2,271,1,failure,no
37,manager,casado,terciaria,no,122.61,86.89,1030.46043,si,si,telephone,2,feb,319,1,213,1,failure,no
38,empresario,casado,terciaria,no,185.94,49.84,10160.59363,si,si,cellular,2,feb,113,2,-1,0,NA,no
41,admin,casado,secundaria,no,494.4,262.05,1754.27699,si,no,cellular,2,feb,138,1,-1,0,NA,no
46,servicios,divorciado,NA,no,1054.05,65.92,1217.28073,no,no,cellular,2,feb,297,1,-1,0,NA,no
32,manager,casado,terciaria,no,124.74,296.68,1132.262356,no,no,cellular,2,feb,124,3,-1,0,NA,no
38,obrero,casado,primaria,no,565.7,148.32,1143.126684,si,no,cellular,2,feb,218,1,-1,0,NA,no
40,servicios,divorciado,secundaria,no,746.42,136.21,2032.776382,si,no,cellular,2,feb,531,1,208,1,success,si
44,manager,casado,secundaria,no,1055.79,252.66,1626.028556,no,no,cellular,2,feb,194,1,-1,0,NA,no
48,admin,soltero,secundaria,no,373.45,323.56,345.5908441,si,si,cellular,2,feb,142,1,189,4,failure,no
35,manager,soltero,terciaria,no,765.93,41.43,2916.394374,no,no,cellular,2,feb,504,1,-1,0,NA,no
28,manager,soltero,terciaria,no,306.05,95.67,1299.33856,si,no,cellular,2,feb,97,3,-1,0,NA,no
31,tecnico,soltero,terciaria,no,1685.87,329.01,228.1149486,no,no,cellular,2,feb,158,1,-1,0,NA,no
33,manager,soltero,terciaria,no,1116.46,53.5,2163.272497,no,no,cellular,2,feb,734,1,-1,0,NA,no
43,manager,casado,secundaria,si,87.75,96.3,440.3822689,no,no,cellular,2,feb,154,2,-1,0,NA,no
60,retirado,casado,terciaria,no,2637.65,66.95,1605.67562,si,no,cellular,2,feb,415,1,-1,0,NA,si
31,admin,soltero,secundaria,no,405.49,66.98,573.5769002,no,no,cellular,2,feb,155,2,-1,0,NA,no
29,manager,soltero,terciaria,no,91.34,44.67,269.5651032,no,no,cellular,2,feb,144,1,-1,0,NA,no
27,estudiante,soltero,secundaria,no,1688.28,247,267.6755705,no,no,cellular,2,feb,180,5,-1,0,NA,no
36,obrero,casado,secundaria,no,11.37,252.76,1381.273971,no,si,cellular,2,feb,521,2,193,2,other,no
33,manager,soltero,terciaria,no,5490.07,21.19,1233.242055,no,no,cellular,2,feb,78,1,-1,0,NA,no
33,admin,casado,secundaria,no,3603.81,256.9,546.5776094,no,no,cellular,2,feb,161,1,-1,0,NA,no
45,hogar,casado,terciaria,no,84.83,42.1,3116.493151,si,no,cellular,2,feb,68,1,-1,0,NA,no
43,manager,casado,terciaria,no,98.37,66.69,649.4326187,no,no,cellular,2,feb,319,2,-1,0,NA,no
34,obrero,casado,secundaria,no,129.08,341.13,462.5744631,si,si,cellular,2,feb,171,2,193,2,other,no
43,tecnico,soltero,secundaria,no,340.51,57.61,1850.632224,si,no,cellular,2,feb,64,2,-1,0,NA,no
53,admin,divorciado,secundaria,no,448.15,5.35,2077.868828,no,si,cellular,2,feb,126,2,-1,0,NA,no
59,manager,casado,terciaria,no,3455.91,104.68,2275.548064,no,no,cellular,2,feb,111,1,-1,0,NA,no
46,manager,casado,terciaria,no,5325.84,1.96,718.3804207,no,no,cellular,2,feb,215,1,-1,0,NA,no
35,servicios,divorciado,secundaria,no,99.63,200.47,3764.695361,no,no,cellular,2,feb,111,1,-1,0,NA,no
26,estudiante,soltero,secundaria,no,2515.88,163.71,3342.825955,no,no,cellular,2,feb,406,1,-1,0,NA,no
49,autoempleo,casado,terciaria,no,263.54,128.25,2100.615184,no,si,cellular,2,feb,559,1,189,4,failure,no
40,manager,casado,terciaria,no,54.55,72.88,1674.454804,si,no,cellular,2,feb,279,1,-1,0,NA,no
53,tecnico,soltero,terciaria,no,-137.13,133.79,4797.506639,si,si,cellular,2,feb,289,1,-1,0,NA,no
61,hogar,soltero,NA,no,955.36,43.86,137.7047903,no,no,telephone,2,feb,324,1,-1,0,NA,no
36,desempleado,casado,secundaria,no,707.88,14.38,2397.411941,si,no,cellular,2,feb,114,1,263,3,other,no
32,manager,casado,terciaria,no,245.46,159.98,1357.414765,no,no,cellular,2,feb,64,2,-1,0,NA,no
42,manager,casado,secundaria,no,45.55,164.53,1321.47413,si,si,cellular,2,feb,854,1,-1,0,NA,no
31,manager,soltero,terciaria,no,723.95,58.83,1811.441627,no,no,cellular,2,feb,70,2,-1,0,NA,no
28,estudiante,soltero,secundaria,no,742.24,88.95,1207.242758,no,no,cellular,2,feb,36,1,-1,0,NA,no
35,servicios,casado,secundaria,no,677.99,133.54,235.6016807,si,no,cellular,2,feb,134,1,271,2,failure,no
28,desempleado,soltero,terciaria,no,110.03,190.23,230.0800152,no,no,telephone,2,feb,39,1,-1,0,NA,no
38,manager,casado,terciaria,no,1372.58,60.28,588.6647866,si,no,cellular,2,feb,626,1,-1,0,NA,si
57,admin,casado,secundaria,no,638.66,39.81,905.1561017,si,no,cellular,2,feb,87,2,265,3,other,no
33,empresario,casado,terciaria,no,673.47,190.95,2047.854661,si,no,cellular,2,feb,194,1,-1,0,NA,no
58,retirado,casado,secundaria,no,1312.62,50.34,4488.116473,no,no,cellular,2,feb,277,1,-1,0,NA,no
26,estudiante,soltero,secundaria,no,5643.4,356.34,3998.310237,no,no,cellular,2,feb,236,1,-1,0,NA,no
41,manager,casado,secundaria,no,85.07,430.38,267.639782,si,no,cellular,2,feb,154,2,264,1,other,no
45,manager,casado,terciaria,no,3917.92,102.09,3341.602562,si,no,cellular,2,feb,195,1,-1,0,NA,no
43,obrero,casado,secundaria,no,1214.14,31.71,2617.38894,si,no,cellular,2,feb,115,3,264,2,failure,no
60,obrero,casado,secundaria,no,306.14,4.16,453.6897449,no,no,cellular,2,feb,421,1,-1,0,NA,no
33,manager,casado,terciaria,no,139.04,51.13,1859.252876,si,no,cellular,2,feb,214,1,-1,0,NA,no
58,retirado,casado,secundaria,no,223.92,15.9,3575.731358,si,si,cellular,2,feb,156,5,-1,0,NA,no
45,desempleado,casado,primaria,no,62.38,101.49,942.6174566,si,no,cellular,2,feb,570,2,-1,0,NA,no
38,admin,divorciado,secundaria,no,519.53,220.69,2771.124462,si,no,cellular,2,feb,252,1,-1,0,NA,no
29,manager,soltero,terciaria,no,745.04,220.57,189.2341797,no,no,cellular,2,feb,156,3,-1,0,NA,no
32,obrero,soltero,secundaria,no,2190.75,169.94,200.8593412,no,no,cellular,2,feb,406,1,-1,0,NA,no
41,servicios,divorciado,secundaria,no,897.96,97.64,530.6911968,si,no,cellular,2,feb,938,1,-1,0,NA,si
27,obrero,casado,primaria,no,76.82,187.92,3021.091181,no,no,telephone,2,feb,45,1,-1,0,NA,no
29,obrero,casado,secundaria,no,1129.51,233.62,439.285591,no,no,cellular,2,feb,153,1,-1,0,NA,no
48,obrero,divorciado,secundaria,si,-465.32,472.5,1439.49717,si,no,cellular,2,feb,115,2,187,2,failure,no
39,manager,casado,NA,no,1323.34,156.83,340.7291325,no,no,cellular,2,feb,337,1,-1,0,NA,no
58,manager,divorciado,terciaria,no,5775.77,55.09,1184.681682,no,no,cellular,2,feb,521,1,-1,0,NA,si
27,admin,soltero,terciaria,no,117.99,168.81,1052.348286,no,no,cellular,2,feb,95,3,-1,0,NA,no
48,servicios,casado,secundaria,no,103.01,106.43,5139.586086,no,no,cellular,2,feb,429,2,-1,0,NA,no
40,servicios,casado,secundaria,no,892.64,252.68,2996.685754,no,no,cellular,2,feb,114,1,-1,0,NA,no
31,desempleado,soltero,primaria,no,84.38,156.58,1579.069149,no,no,cellular,2,feb,19,6,-1,0,NA,no
52,servicios,casado,secundaria,no,501.42,358.48,2950.129002,si,no,cellular,2,feb,198,2,-1,0,NA,no
43,obrero,casado,secundaria,no,684.5,30.96,3188.869905,si,no,cellular,2,feb,87,1,263,1,failure,no
38,tecnico,soltero,secundaria,no,164.78,153.83,1857.640934,si,no,cellular,2,feb,159,1,187,3,failure,no
31,servicios,divorciado,secundaria,no,210.41,271.9,158.2332545,no,no,cellular,2,feb,178,1,-1,0,NA,no
31,manager,soltero,secundaria,no,844.36,178.11,692.8774804,si,no,cellular,2,feb,221,2,272,1,failure,no
53,tecnico,casado,secundaria,no,5039.09,377.55,1376.424927,no,si,cellular,2,feb,228,2,-1,0,NA,no
32,manager,soltero,secundaria,no,539.62,238.35,4153.383285,si,no,cellular,2,feb,544,1,269,2,failure,no
75,retirado,divorciado,primaria,no,133.9,130.38,2309.55443,no,no,cellular,2,feb,294,1,-1,0,NA,no
37,tecnico,casado,secundaria,no,558.89,47.95,1034.919359,si,no,cellular,2,feb,247,2,269,3,failure,no
75,retirado,casado,primaria,no,3419.95,250.56,1009.429867,no,no,cellular,2,feb,149,1,-1,0,NA,no
60,servicios,casado,secundaria,no,398.21,100.92,3225.640683,no,si,cellular,2,feb,260,5,195,4,failure,no
61,manager,casado,terciaria,no,6078.43,303.58,1788.590655,no,no,cellular,2,feb,670,3,-1,0,NA,si
30,tecnico,soltero,secundaria,no,155.46,63.72,1602.399577,no,no,cellular,2,feb,465,2,-1,0,NA,no
48,obrero,soltero,primaria,no,9045.02,469.96,1484.330708,no,no,telephone,2,feb,1790,2,-1,0,NA,si
32,admin,soltero,terciaria,no,2060.51,74.45,121.2271784,no,no,cellular,2,feb,141,1,75,1,failure,no
26,obrero,soltero,secundaria,no,541.81,7.71,1362.609272,no,no,cellular,2,feb,237,1,-1,0,NA,no
38,manager,casado,terciaria,no,1232.11,73.93,572.8495383,si,si,cellular,2,feb,157,1,-1,0,NA,no
29,obrero,casado,secundaria,no,387.69,112.39,4483.828943,si,si,cellular,2,feb,102,2,-1,0,NA,no
36,manager,casado,terciaria,no,697.24,26.7,1282.468277,no,no,cellular,2,feb,285,1,-1,0,NA,si
42,desempleado,soltero,secundaria,no,1615.56,244.27,300.5560087,si,no,cellular,2,feb,736,1,-1,0,NA,no
57,manager,casado,secundaria,no,178.16,128.17,2831.058554,no,no,cellular,2,feb,154,2,-1,0,NA,no
37,manager,soltero,terciaria,no,294.07,18.9,3313.809946,si,si,cellular,2,feb,120,2,272,1,failure,no
45,admin,casado,secundaria,no,1287.25,74.53,690.7647229,si,no,cellular,2,feb,150,2,189,2,failure,no
26,servicios,soltero,secundaria,no,108.06,39.9,505.3996332,no,si,cellular,2,feb,219,5,-1,0,NA,no
35,tecnico,casado,terciaria,no,1624.88,45.94,1556.698307,si,no,cellular,2,feb,236,2,217,4,failure,no
41,servicios,divorciado,secundaria,no,-338.98,115.08,1295.368553,si,no,cellular,2,feb,421,3,238,9,other,no
33,admin,casado,secundaria,no,552.44,10.03,2061.999743,si,no,cellular,2,feb,249,1,-1,0,NA,no
31,manager,casado,terciaria,no,4096.51,234.38,1514.202587,si,no,cellular,2,feb,95,2,241,3,other,no
31,manager,soltero,terciaria,no,1086.46,199.48,2035.336384,no,no,cellular,2,feb,83,1,-1,0,NA,no
38,desempleado,soltero,secundaria,no,2973.75,29.4,1214.81139,no,no,cellular,2,feb,245,2,-1,0,NA,no
39,admin,divorciado,secundaria,no,513.51,437.72,273.2921317,si,no,cellular,2,feb,204,2,257,2,other,no
56,empresario,casado,secundaria,no,5948.98,330.24,744.2464445,no,no,cellular,2,feb,116,2,230,2,failure,no
35,admin,casado,terciaria,no,1255.21,266.85,1321.081118,si,no,cellular,2,feb,82,2,-1,0,NA,no
33,obrero,soltero,secundaria,no,193.83,23,669.7625915,no,no,cellular,2,feb,175,2,-1,0,NA,no
31,manager,soltero,terciaria,no,3352.16,433.66,2491.591523,no,no,cellular,2,feb,258,1,73,1,failure,si
46,manager,divorciado,terciaria,no,771.58,265.97,6316.183374,si,no,cellular,2,feb,158,2,207,1,other,no
31,tecnico,casado,secundaria,no,724.94,162.33,2453.406616,no,no,cellular,2,feb,119,2,175,2,failure,no
30,autoempleo,soltero,terciaria,no,491.25,106.27,890.0577307,si,no,cellular,2,feb,402,1,-1,0,NA,si
57,tecnico,casado,secundaria,no,653.34,168.89,2919.695439,si,no,cellular,2,feb,223,1,76,4,failure,no
26,tecnico,soltero,terciaria,no,15211.27,493.58,5325.642814,no,no,cellular,2,feb,280,1,-1,0,NA,si
32,admin,soltero,secundaria,no,664.03,30.48,1529.906468,si,no,cellular,2,feb,88,1,-1,0,NA,no
54,manager,divorciado,terciaria,no,2079.81,18.01,377.2932067,no,no,cellular,2,feb,96,1,-1,0,NA,no
55,retirado,casado,secundaria,no,-94.29,1.59,341.8482023,no,si,telephone,2,feb,463,2,-1,0,NA,no
67,retirado,casado,terciaria,no,2901.11,202.42,275.2528337,no,no,cellular,2,feb,62,1,-1,0,NA,no
53,manager,casado,terciaria,no,1825.84,115.73,1664.261969,no,no,cellular,2,feb,220,3,-1,0,NA,no
30,admin,soltero,secundaria,no,3241.73,282.33,881.9870848,no,no,cellular,2,feb,170,1,-1,0,NA,no
29,admin,soltero,secundaria,no,-451.44,109,1872.243077,si,no,cellular,2,feb,99,3,227,14,failure,no
46,tecnico,casado,NA,no,363.3,156.04,231.6725318,no,no,cellular,2,feb,202,2,-1,0,NA,no
26,autoempleo,soltero,terciaria,no,538.11,71.1,2297.603281,si,si,cellular,2,feb,117,7,-1,0,NA,no
37,tecnico,soltero,terciaria,no,68.34,30.71,3330.370334,si,no,cellular,2,feb,223,2,200,7,other,no
38,admin,soltero,secundaria,no,629.05,194.08,415.6380583,si,si,cellular,2,feb,164,2,272,2,failure,no
28,manager,soltero,terciaria,no,320.07,42.66,1113.430015,no,no,telephone,2,feb,51,2,-1,0,NA,no
41,manager,soltero,terciaria,no,641.79,153.79,815.6079208,si,si,cellular,2,feb,457,2,-1,0,NA,no
49,desempleado,casado,primaria,no,237.94,106.37,388.1621184,si,no,cellular,2,feb,131,2,-1,0,NA,no
36,manager,soltero,NA,no,685.51,0.38,145.3202533,no,no,cellular,2,feb,237,2,-1,0,NA,no
40,empresario,divorciado,secundaria,no,1311.06,363.3,1804.244366,si,no,cellular,2,feb,445,2,-1,0,NA,no
43,admin,soltero,secundaria,no,-184.38,266.9,596.1418898,si,si,cellular,2,feb,751,2,76,4,failure,si
34,tecnico,casado,secundaria,no,43.94,172.56,412.5947199,si,no,cellular,2,feb,105,2,263,1,failure,no
42,manager,casado,terciaria,no,573.51,113.87,608.7625823,si,no,cellular,2,feb,413,2,242,3,failure,no
39,servicios,casado,secundaria,no,126.08,52.36,2173.656261,no,no,telephone,2,feb,1420,3,-1,0,NA,si
33,desempleado,soltero,terciaria,no,689.42,90.91,2629.909596,no,no,cellular,2,feb,620,2,-1,0,NA,no
53,tecnico,casado,secundaria,no,679.15,95.82,3259.056641,no,no,cellular,2,feb,340,3,264,2,failure,no
27,tecnico,soltero,NA,no,44.01,61.01,982.0736781,si,no,cellular,2,feb,168,1,-1,0,NA,no
39,empresario,casado,terciaria,no,83.04,197.59,873.6373636,si,si,cellular,2,feb,871,4,-1,0,NA,no
55,desempleado,casado,secundaria,no,1353.03,26.58,493.1180155,no,no,cellular,2,feb,299,2,-1,0,NA,no
49,obrero,casado,primaria,no,57.63,218.29,727.3807617,si,si,cellular,2,feb,161,2,-1,0,NA,no
47,tecnico,casado,secundaria,no,1234.32,34.67,1985.166059,si,no,cellular,2,feb,139,3,73,2,success,no
57,retirado,casado,secundaria,no,552.49,267.55,740.2737267,no,no,cellular,2,feb,79,2,187,2,failure,no
83,retirado,casado,terciaria,no,6263.75,123.44,1629.527786,no,no,cellular,2,feb,283,2,-1,0,NA,no
39,obrero,casado,primaria,no,578.18,71.3,771.8806352,si,no,cellular,2,feb,361,2,258,1,other,no
70,manager,casado,terciaria,no,13364.73,427.25,2143.143569,no,no,cellular,2,feb,579,2,-1,0,NA,no
35,obrero,casado,primaria,no,597.22,18.58,999.3227603,si,no,cellular,2,feb,914,2,-1,0,NA,no
29,manager,casado,secundaria,no,-367.99,95.68,354.2728905,si,no,cellular,2,feb,77,3,-1,0,NA,no
48,obrero,soltero,primaria,no,707.03,134.04,1172.895494,si,no,cellular,2,feb,1425,2,-1,0,NA,si
32,manager,soltero,terciaria,no,768.68,69.55,1785.626618,si,no,cellular,2,feb,266,2,-1,0,NA,no
31,manager,divorciado,terciaria,no,68.35,72.57,873.784725,no,no,cellular,2,feb,269,2,-1,0,NA,no
21,estudiante,soltero,secundaria,no,1054.07,23.28,4979.17201,no,no,telephone,2,feb,77,2,-1,0,NA,no
46,obrero,casado,primaria,no,1071.64,182.79,1126.516575,no,si,telephone,2,feb,436,3,-1,0,NA,si
28,tecnico,soltero,terciaria,no,259.54,179.36,1549.991084,si,si,cellular,2,feb,194,2,-1,0,NA,no
41,obrero,divorciado,primaria,no,395.22,18.1,1296.957603,si,no,cellular,2,feb,844,2,252,1,failure,no
26,estudiante,soltero,secundaria,no,54.18,147.01,1198.908976,no,no,cellular,2,feb,1223,2,-1,0,NA,si
52,admin,casado,secundaria,no,2941.93,60.98,3114.675192,no,si,telephone,2,feb,35,1,-1,0,NA,no
28,manager,soltero,terciaria,no,-235.95,185.5,2049.76347,si,no,telephone,2,feb,318,2,-1,0,NA,no
43,manager,casado,primaria,no,132.93,120.97,1734.485982,no,no,cellular,2,feb,182,2,-1,0,NA,no
45,admin,divorciado,secundaria,no,570.62,299.17,648.1799325,no,no,cellular,2,feb,83,2,-1,0,NA,no
36,admin,casado,secundaria,no,350.18,353.77,1347.376382,si,no,cellular,2,feb,249,3,-1,0,NA,no
51,servicios,casado,secundaria,no,681.74,227.35,119.3465461,no,no,cellular,2,feb,1110,2,-1,0,NA,no
45,admin,casado,secundaria,si,79.07,86.7,566.8546705,no,no,telephone,2,feb,1028,2,207,1,other,no
39,manager,casado,terciaria,no,676.06,126.72,1912.473108,si,si,cellular,2,feb,2256,2,-1,0,NA,no
51,tecnico,casado,secundaria,no,166.96,60.5,430.3463288,no,no,cellular,2,feb,467,2,-1,0,NA,si
40,obrero,casado,secundaria,si,289.04,102.57,2583.790082,si,no,cellular,2,feb,69,3,-1,0,NA,no
28,admin,casado,secundaria,no,671.47,169.47,1091.969911,no,no,cellular,2,feb,160,4,-1,0,NA,no
38,tecnico,casado,secundaria,no,654.43,22.62,195.9757397,si,no,cellular,2,feb,223,2,272,1,failure,no
30,servicios,soltero,secundaria,no,3530.56,331.9,2160.442956,no,no,cellular,2,feb,142,2,-1,0,NA,no
34,desempleado,soltero,secundaria,no,900.72,258.26,184.4741985,no,no,cellular,2,feb,684,2,-1,0,NA,no
32,tecnico,soltero,terciaria,no,1644.37,14.08,1820.880579,no,no,cellular,2,feb,199,2,-1,0,NA,no
47,empresario,divorciado,secundaria,no,247.22,10.3,1008.670468,no,no,cellular,2,feb,112,2,-1,0,NA,no
37,autoempleo,divorciado,secundaria,no,1149.1,25.67,1295.163622,no,no,cellular,2,feb,127,3,5,5,other,no
46,obrero,casado,secundaria,no,-145.36,176.24,172.1120973,si,si,cellular,2,feb,219,2,244,1,failure,no
55,obrero,casado,primaria,no,205.88,8.04,665.8130635,no,no,telephone,2,feb,59,3,5,2,other,no
53,obrero,divorciado,primaria,no,61.31,85.14,1143.800784,si,no,cellular,2,feb,138,3,5,1,other,no
29,tecnico,divorciado,secundaria,no,23.05,117.43,1485.488572,si,no,cellular,2,feb,42,7,228,1,other,no
35,manager,soltero,NA,no,399.42,283.41,585.2738741,no,si,cellular,2,feb,427,4,-1,0,NA,no
51,obrero,casado,primaria,no,2166.7,149.24,3951.369038,si,si,cellular,2,feb,438,4,-1,0,NA,no
27,estudiante,soltero,terciaria,no,82.89,76.62,429.9565453,si,no,cellular,2,feb,344,2,-1,0,NA,no
49,manager,casado,secundaria,no,555.72,36.76,1264.894508,no,no,cellular,2,feb,21,3,-1,0,NA,no
33,servicios,casado,secundaria,no,373.46,106.57,166.4920351,si,no,cellular,2,feb,141,4,201,1,other,no
29,estudiante,soltero,terciaria,no,1754.8,80.99,358.1138857,no,no,cellular,2,feb,485,2,-1,0,NA,no
50,tecnico,divorciado,secundaria,no,100.84,227.28,2980.768199,no,no,cellular,2,feb,171,2,5,1,other,no
